disease,phrase,count
calcification,"bilateral pulmonary nodules, bilateral hilar and mediastinal lymph nodes",1
calcification,cardiac apex,1
calcification,right hilus lymph nodes,1
calcification,right second rib,1
calcification,left perihilar region,1
calcification,"right heart border, anterior right 4th rib and interspace",1
calcification,left and right lung apex,1
calcification,pulmonary outflow tract,1
calcification,right thyroid nodule,1
calcification,proximal thoracic aorta,1
calcification,left midlung and left hilar lymph nodes,1
calcification,right rotator cuff tendons,1
calcification,"right lung apex, mediastinum, right hilum",1
calcification,"left suprahilar region, left hilar nodes",1
calcification,"left mid lung, left hilar",1
calcification,apical myocardial pericardium,1
calcification,right humerus greater tuberosity,1
calcification,prevascular or internal mammary lymph node,1
calcification,mediastinal and left hilar lymph nodes,1
calcification,paratracheal and mediastinal lymph nodes,1
calcification,central and peripheral,1
calcification,right of trachea just above thoracic inlet,1
calcification,widespread pleural,1
calcification,aortic wall at the arch level,1
calcification,"left mid neck, carotid bifurcation region",1
calcification,left mid lung zone,1
calcification,"aortic knob, mid thoracic vertebrae, left costophrenic angle",1
calcification,diaphragmatic surface,1
calcification,inferior to the right glenohumeral joint,1
calcification,ascending aorta and aortic arch,1
calcification,aortopulmonic window,1
calcification,pleural plaques and adjacent parenchymal scarring,1
calcification,prevascular station of mediastinum,1
calcification,aortic arch intima,1
calcification,"left heart, spleen",1
calcification,right perihilar region,1
calcification,left pleural,1
calcification,left low carotid bifurcation region,1
calcification,right fourth anterior rib,1
calcification,apical pleural surfaces bilaterally,1
calcification,posterior right hemidiaphragm,1
calcification,"mediastinal lymph nodes, aortic annulus, coronary arteries",1
calcification,"left upper quadrant, potentially within spleen",1
calcification,lower neck,1
calcification,aortic annulus and mitral annulus,1
calcification,right sternal aspect,1
calcification,aortic valve and thoracic aorta,1
calcification,proximal coronary artery,1
calcification,left lung bases,1
calcification,biapical pleural plaques and aorta,1
calcification,focal mediastinal,1
calcification,left common and internal carotid arteries,1
calcification,bilateral diaphragmatic and pleural,1
calcification,right upper lung zone,1
calcification,right base and right apex,1
calcification,right clavicle head,1
calcification,upper lobe,1
calcification,aortic valve and aortic annulus,1
calcification,aortic arch origin of head and neck vessels,1
calcification,left-sided pleura and basilar pleura,1
calcification,right aortic arch,1
calcification,cardiac valve (likely aorta),1
calcification,pulmonary,1
calcification,bilateral pleural and diaphragmatic plaques,1
calcification,breast implants,1
calcification,diffuse anterior soft tissues,1
calcification,left thyroid lobe,1
calcification,bilateral pleura and thoracic aorta,1
calcification,both carotids and descending thoracic aorta,1
calcification,right shoulder,1
calcification,right lung nodules,1
calcification,"left axilla, left humeral head",1
calcification,aortic wall at aortic arch level,1
calcification,"bilateral aorta, subclavian and carotid arteries",1
calcification,apical pleural,1
calcification,bilateral carotid arteries,1
calcification,thoracic aorta and proximal head-neck vessels,1
calcification,"mediastinal lymph nodes, right lung",1
calcification,lung and hilar lymph nodes,1
calcification,costochondral and aorta,1
calcification,superimposed upon the liver,1
calcification,left lung (possibly pleura),1
calcification,"aortic valve, aortic annulus, thoracic aorta, major head/neck vessels",1
calcification,left axillary region,1
calcification,right base,1
calcification,granulomatous lymph nodes,1
calcification,aortic knob and right base pleura,1
calcification,"mitral annulus, aortic valve, coronary arteries",1
calcification,retrosternal at sternomanubrial junction,1
calcification,biapical pleural region,1
calcification,"right upper quadrant, inferior aspect",1
calcification,mediastinal node,1
calcification,mediastinum and thoracic aorta,1
calcification,"left upper lobe, left mid lung",1
calcification,bilateral apical regions,1
calcification,both lungs and right lung base,1
calcification,posterior to trachea at aortic arch level,1
calcification,anterior mediastinum or anterior lungs,1
calcification,right first costosternal junction,1
cardiomegaly,none,5915
cardiomegaly,heart,1159
cardiomegaly,cardiac silhouette,739
cardiomegaly,left ventricle,63
cardiomegaly,cardiac,60
cardiomegaly,left atrium,14
cardiomegaly,cardiomediastinal silhouette,5
cardiomegaly,heart (left ventricular predominance),4
cardiomegaly,cardiomediastinal,3
cardiomegaly,cardiomediastinum,3
cardiomegaly,right heart border,3
cardiomegaly,mediastinum,3
cardiomegaly,left ventricle and left atrium,2
cardiomegaly,left heart,2
cardiomegaly,cardiac region,2
cardiomegaly,right heart,2
cardiomegaly,"left ventricle, left and posterior",2
cardiomegaly,cardiac silhouette (left ventricular predominance),2
cardiomegaly,cardiac contour,2
cardiomegaly,right and left ventricles,2
cardiomegaly,global,2
cardiomegaly,right side,2
cardiomegaly,biventricular,2
cardiomegaly,left ventricular,2
cardiomegaly,cardiac silhouette with left ventricular prominence,2
cardiomegaly,"cardiac silhouette, left atrium",1
cardiomegaly,left ventricular predominance,1
cardiomegaly,cardia silhouette,1
cardiomegaly,cardiac silhouette with left ventricular configuration,1
cardiomegaly,heart (dextro positioning),1
cardiomegaly,cardiac silhouette (left ventricular configuration),1
cardiomegaly,left atrial contour,1
cardiomegaly,left ventricle prominent to the left,1
cardiomegaly,right cardiac silhouette,1
cardiomegaly,both left and right parts of the heart,1
cardiomegaly,cardiomediastinal region,1
cardiomegaly,both right and left heart,1
cardiomegaly,posterior cardiac border,1
cardiomegaly,cardiac chambers,1
cardiomegaly,"cardiac silhouette, left ventricular predominance",1
cardiomegaly,cardiac silhouette and main pulmonary artery segment,1
cardiomegaly,borderline size of the cardiac silhouette,1
cardiomegaly,right lung bases,1
cardiomegaly,left ventricle - predominant,1
cardiomegaly,mediastinal,1
cardiomegaly,central,1
cardiomegaly,ap window,1
cardiomegaly,global heart,1
cardiomegaly,poly chamber heart,1
cardiomegaly,left ventricular prominence,1
cardiomegaly,low lung volumes,1
cardiomegaly,heart (left ventricular prominence),1
cardiomegaly,left atrial appendage,1
cardiomegaly,posterior cardiac contour,1
cardiomegaly,predominantly biatrial,1
cardiomegaly,left atrium and ventricle,1
cardiomegaly,predominantly right ventricular,1
cardiomegaly,heart (left atrial and right atrioventricular dilatation),1
cardiomegaly,right ventricle,1
consolidation,left lower lobe,255
consolidation,none,162
consolidation,right lower lobe,156
consolidation,right upper lobe,66
consolidation,right lung base,63
consolidation,left lung base,59
consolidation,bibasilar,41
consolidation,right middle lobe,40
consolidation,right base,38
consolidation,left base,36
consolidation,retrocardiac,31
consolidation,right lung,29
consolidation,left basilar,26
consolidation,left lung,25
consolidation,retrocardiac region,24
consolidation,left upper lobe,23
consolidation,right lower lung,22
consolidation,right basilar,20
consolidation,left retrocardiac,20
consolidation,bilateral lungs,19
consolidation,left lower lung,19
consolidation,right basal,17
consolidation,bilateral,16
consolidation,bilateral lung bases,16
consolidation,lingula,14
consolidation,bilateral bases,14
consolidation,bilateral basal regions,14
consolidation,bilateral lower lobes,14
consolidation,bilateral lower lobe,12
consolidation,left perihilar,11
consolidation,right upper lung,11
consolidation,left basal,11
consolidation,bilateral basilar,10
consolidation,left base retrocardiac,10
consolidation,right infrahilar,9
consolidation,bilateral basal,9
consolidation,right mid and lower lung,7
consolidation,right mid lung,7
